1.00000000  0.00000000
0.98138059  0.00307784
0.96287558  0.00615139
0.94448846  0.00920169
0.92622259  0.01221354
0.90808126  0.01517509
0.89006768  0.01807736
0.87218494  0.02091387
0.85443606  0.02368028
0.83682395  0.02637397
0.81935144  0.02899380
0.80202132  0.03153976
0.78483623  0.03401273
0.76779874  0.03641426
0.75091138  0.03874635
0.73417655  0.04101125
0.71759660  0.04321136
0.70117381  0.04534906
0.68491036  0.04742661
0.66880837  0.04944610
0.65286990  0.05140933
0.63709689  0.05331784
0.62149128  0.05517280
0.60605491  0.05697508
0.59078953  0.05872518
0.57569687  0.06042327
0.56077857  0.06206922
0.54603621  0.06366258
0.53147133  0.06520270
0.51708539  0.06668866
0.50287981  0.06811939
0.48885594  0.06949366
0.47501508  0.07081016
0.46135848  0.07206752
0.44788734  0.07326433
0.43460284  0.07439921
0.42150606  0.07547084
0.40859804  0.07647794
0.39587983  0.07741936
0.38335238  0.07829404
0.37101662  0.07910108
0.35887343  0.07983971
0.34692368  0.08050931
0.33516814  0.08110940
0.32360761  0.08163967
0.31224282  0.08209993
0.30107446  0.08249011
0.29010323  0.08281029
0.27932972  0.08306060
0.26875456  0.08324130
0.25837833  0.08335266
0.24820156  0.08339504
0.23822477  0.08336879
0.22844847  0.08327424
0.21887310  0.08311173
0.20949911  0.08288153
0.20032694  0.08258388
0.19135694  0.08221891
0.18258953  0.08178668
0.17402502  0.08128712
0.16566377  0.08072009
0.15750608  0.08008533
0.14955226  0.07938242
0.14180256  0.07861088
0.13425725  0.07777009
0.12691660  0.07685934
0.11978081  0.07587784
0.11285011  0.07482471
0.10612469  0.07369903
0.09960474  0.07249983
0.09329045  0.07122616
0.08718196  0.06987704
0.08127945  0.06845157
0.07558303  0.06694889
0.07009286  0.06536825
0.06480907  0.06370901
0.05973173  0.06197071
0.05486099  0.06015305
0.05019692  0.05825593
0.04573963  0.05627954
0.04148918  0.05422426
0.03744568  0.05209080
0.03360916  0.04988013
0.02997971  0.04759359
0.02655738  0.04523279
0.02334223  0.04279975
0.02033431  0.04029677
0.01753365  0.03772654
0.01494030  0.03509210
0.01255430  0.03239681
0.01037568  0.02964439
0.00840446  0.02683889
0.00664067  0.02398462
0.00508434  0.02108625
0.00373548  0.01814865
0.00259411  0.01517697
0.00166024  0.01217655
0.00093390  0.00915291
0.00041507  0.00611174
0.00010377  0.00305882
0.00000000  0.00000000
0.00010377  -0.00109778
0.00041507  -0.00219378
0.00093390  -0.00328629
0.00166024  -0.00437363
0.00259411  -0.00545420
0.00373548  -0.00652655
0.00508434  -0.00758933
0.00664067  -0.00864138
0.00840446  -0.00968171
0.01037568  -0.01070954
0.01255430  -0.01172427
0.01494030  -0.01272554
0.01753365  -0.01371320
0.02033431  -0.01468729
0.02334223  -0.01564812
0.02655738  -0.01659612
0.02997971  -0.01753197
0.03360916  -0.01845649
0.03744568  -0.01937062
0.04148918  -0.02027547
0.04573963  -0.02117218
0.05019692  -0.02206196
0.05486099  -0.02294606
0.05973173  -0.02382569
0.06480907  -0.02470202
0.07009286  -0.02557612
0.07558303  -0.02644894
0.08127945  -0.02732127
0.08718196  -0.02819368
0.09329045  -0.02906656
0.09960474  -0.02993999
0.10612469  -0.03081381
0.11285011  -0.03168755
0.11978081  -0.03256041
0.12691660  -0.03343126
0.13425725  -0.03429867
0.14180256  -0.03516084
0.14955226  -0.03601568
0.15750608  -0.03686074
0.16566377  -0.03769332
0.17402502  -0.03851042
0.18258953  -0.03930881
0.19135694  -0.04008507
0.20032694  -0.04083556
0.20949911  -0.04155658
0.21887310  -0.04224430
0.22844847  -0.04289491
0.23822477  -0.04350456
0.24820156  -0.04406955
0.25837833  -0.04458627
0.26875456  -0.04505130
0.27932972  -0.04546146
0.29010323  -0.04581384
0.30107446  -0.04610589
0.31224282  -0.04633540
0.32360761  -0.04650055
0.33516814  -0.04659998
0.34692368  -0.04663275
0.35887343  -0.04659840
0.37101662  -0.04649692
0.38335238  -0.04632875
0.39587983  -0.04609480
0.40859804  -0.04579636
0.42150606  -0.04543512
0.43460284  -0.04501311
0.44788734  -0.04453263
0.46135848  -0.04399621
0.47501508  -0.04340654
0.48885594  -0.04276637
0.50287981  -0.04207845
0.51708539  -0.04134547
0.53147133  -0.04056992
0.54603621  -0.03975404
0.56077857  -0.03889973
0.57569687  -0.03800848
0.59078953  -0.03708129
0.60605491  -0.03611858
0.62149128  -0.03512019
0.63709689  -0.03408535
0.65286990  -0.03301260
0.66880837  -0.03189984
0.68491036  -0.03074439
0.70117381  -0.02954297
0.71759660  -0.02829186
0.73417655  -0.02698695
0.75091138  -0.02562400
0.76779874  -0.02419869
0.78483623  -0.02270698
0.80202132  -0.02114530
0.81935144  -0.01951090
0.83682395  -0.01780222
0.85443606  -0.01601927
0.87218494  -0.01416407
0.89006768  -0.01224120
0.90808126  -0.01025827
0.92622259  -0.00822654
0.94448846  -0.00616152
0.96287558  -0.00408366
0.98138059  -0.00201902
1.00000000  -0.00000000
