1.00000000  0.00000000
0.98138059  0.00301835
0.96287558  0.00601876
0.94448846  0.00898687
0.92622259  0.01191120
0.90808126  0.01478291
0.89006768  0.01759535
0.87218494  0.02034380
0.85443606  0.02302514
0.83682395  0.02563757
0.81935144  0.02818041
0.80202132  0.03065382
0.78483623  0.03305861
0.76779874  0.03539608
0.75091138  0.03766784
0.73417655  0.03987569
0.71759660  0.04202151
0.70117381  0.04410715
0.68491036  0.04613435
0.66880837  0.04810472
0.65286990  0.05001964
0.63709689  0.05188025
0.62149128  0.05368746
0.60605491  0.05544191
0.59078953  0.05714397
0.57569687  0.05879377
0.56077857  0.06039121
0.54603621  0.06193594
0.53147133  0.06342749
0.51708539  0.06486515
0.50287981  0.06624815
0.48885594  0.06757556
0.47501508  0.06884641
0.46135848  0.07005967
0.44788734  0.07121430
0.43460284  0.07230929
0.42150606  0.07334363
0.40859804  0.07431635
0.39587983  0.07522658
0.38335238  0.07607352
0.37101662  0.07685643
0.35887343  0.07757469
0.34692368  0.07822778
0.33516814  0.07881525
0.32360761  0.07933676
0.31224282  0.07979204
0.30107446  0.08018093
0.29010323  0.08050330
0.27932972  0.08075908
0.26875456  0.08094827
0.25837833  0.08107085
0.24820156  0.08112688
0.23822477  0.08111636
0.22844847  0.08103930
0.21887310  0.08089566
0.20949911  0.08068542
0.20032694  0.08040843
0.19135694  0.08006456
0.18258953  0.07965356
0.17402502  0.07917511
0.16566377  0.07862886
0.15750608  0.07801437
0.14955226  0.07733110
0.14180256  0.07657848
0.13425725  0.07575587
0.12691660  0.07486257
0.11978081  0.07389788
0.11285011  0.07286105
0.10612469  0.07175132
0.09960474  0.07056796
0.09329045  0.06931025
0.08718196  0.06797755
0.08127945  0.06656926
0.07558303  0.06508490
0.07009286  0.06352410
0.06480907  0.06188660
0.05973173  0.06017235
0.05486099  0.05838143
0.05019692  0.05651415
0.04573963  0.05457105
0.04148918  0.05255287
0.03744568  0.05046062
0.03360916  0.04829559
0.02997971  0.04605932
0.02655738  0.04375364
0.02334223  0.04138069
0.02033431  0.03894287
0.01753365  0.03644290
0.01494030  0.03388376
0.01255430  0.03126876
0.01037568  0.02860143
0.00840446  0.02588562
0.00664067  0.02312537
0.00508434  0.02032501
0.00373548  0.01748906
0.00259411  0.01462222
0.00166024  0.01172937
0.00093390  0.00881554
0.00041507  0.00588587
0.00010377  0.00294560
0.00000000  0.00000000
0.00010377  -0.00105282
0.00041507  -0.00210363
0.00093390  -0.00315048
0.00166024  -0.00419146
0.00259411  -0.00522478
0.00373548  -0.00624877
0.00508434  -0.00726195
0.00664067  -0.00826296
0.00840446  -0.00925073
0.01037568  -0.01022435
0.01255430  -0.01118319
0.01494030  -0.01212684
0.01753365  -0.01305516
0.02033431  -0.01396824
0.02334223  -0.01486645
0.02655738  -0.01575034
0.02997971  -0.01662073
0.03360916  -0.01747859
0.03744568  -0.01832511
0.04148918  -0.01916158
0.04573963  -0.01998942
0.05019692  -0.02081011
0.05486099  -0.02162519
0.05973173  -0.02243615
0.06480907  -0.02324451
0.07009286  -0.02405163
0.07558303  -0.02485878
0.08127945  -0.02566705
0.08718196  -0.02647734
0.09329045  -0.02729030
0.09960474  -0.02810631
0.10612469  -0.02892543
0.11285011  -0.02974744
0.11978081  -0.03057173
0.12691660  -0.03139737
0.13425725  -0.03222303
0.14180256  -0.03304704
0.14955226  -0.03386739
0.15750608  -0.03468168
0.16566377  -0.03548720
0.17402502  -0.03628094
0.18258953  -0.03705961
0.19135694  -0.03781971
0.20032694  -0.03855749
0.20949911  -0.03926912
0.21887310  -0.03995062
0.22844847  -0.04059799
0.23822477  -0.04120723
0.24820156  -0.04177442
0.25837833  -0.04229576
0.26875456  -0.04276764
0.27932972  -0.04318671
0.29010323  -0.04354984
0.30107446  -0.04385433
0.31224282  -0.04409781
0.32360761  -0.04427833
0.33516814  -0.04439441
0.34692368  -0.04444503
0.35887343  -0.04442965
0.37101662  -0.04434825
0.38335238  -0.04420126
0.39587983  -0.04398958
0.40859804  -0.04371459
0.42150606  -0.04337801
0.43460284  -0.04298199
0.44788734  -0.04252893
0.46135848  -0.04202149
0.47501508  -0.04146248
0.48885594  -0.04085481
0.50287981  -0.04020138
0.51708539  -0.03950498
0.53147133  -0.03876826
0.54603621  -0.03799355
0.56077857  -0.03718285
0.57569687  -0.03633770
0.59078953  -0.03545911
0.60605491  -0.03454753
0.62149128  -0.03360273
0.63709689  -0.03262384
0.65286990  -0.03160929
0.66880837  -0.03055681
0.68491036  -0.02946348
0.70117381  -0.02832581
0.71759660  -0.02713981
0.73417655  -0.02590109
0.75091138  -0.02460510
0.76779874  -0.02324725
0.78483623  -0.02182323
0.80202132  -0.02032929
0.81935144  -0.01876253
0.83682395  -0.01712133
0.85443606  -0.01540579
0.87218494  -0.01361816
0.89006768  -0.01176342
0.90808126  -0.00984983
0.92622259  -0.00788957
0.94448846  -0.00589936
0.96287558  -0.00390122
0.98138059  -0.00192316
1.00000000  -0.00000000
