1.000000 0.000000 
0.989796 0.001751 
0.979592 0.003481 
0.969388 0.005191 
0.959184 0.006882 
0.948980 0.008555 
0.938776 0.010210 
0.928571 0.011849 
0.918367 0.013472 
0.908163 0.015079 
0.897959 0.016672 
0.887755 0.018249 
0.877551 0.019813 
0.867347 0.021362 
0.857143 0.022897 
0.846939 0.024419 
0.836735 0.025927 
0.826531 0.027421 
0.816327 0.028902 
0.806122 0.030369 
0.795918 0.031822 
0.785714 0.033261 
0.775510 0.034687 
0.765306 0.036098 
0.755102 0.037496 
0.744898 0.038879 
0.734694 0.040247 
0.724490 0.041601 
0.714286 0.042940 
0.704082 0.044263 
0.693878 0.045571 
0.683673 0.046864 
0.673469 0.048140 
0.663265 0.049401 
0.653061 0.050645 
0.642857 0.051873 
0.632653 0.053083 
0.622449 0.054277 
0.612245 0.055453 
0.602041 0.056611 
0.591837 0.057752 
0.581633 0.058874 
0.571429 0.059978 
0.561224 0.061062 
0.551020 0.062128 
0.540816 0.063173 
0.530612 0.064199 
0.520408 0.065204 
0.510204 0.066189 
0.500000 0.067152 
0.489796 0.068093 
0.479592 0.069012 
0.469388 0.069908 
0.459184 0.070780 
0.448980 0.071628 
0.438776 0.072451 
0.428571 0.073248 
0.418367 0.074018 
0.408163 0.074761 
0.397959 0.075474 
0.387755 0.076157 
0.377551 0.076808 
0.367347 0.077427 
0.357143 0.078011 
0.346939 0.078558 
0.336735 0.079067 
0.326531 0.079536 
0.316327 0.079961 
0.306122 0.080341 
0.295918 0.080673 
0.285714 0.080953 
0.275510 0.081179 
0.265306 0.081345 
0.255102 0.081449 
0.244898 0.081485 
0.234694 0.081447 
0.224490 0.081332 
0.214286 0.081131 
0.204082 0.080837 
0.193878 0.080443 
0.183673 0.079940 
0.173469 0.079317 
0.163265 0.078563 
0.153061 0.077663 
0.142857 0.076604 
0.132653 0.075366 
0.122449 0.073930 
0.112245 0.072268 
0.102041 0.070352 
0.091837 0.068145 
0.081633 0.065598 
0.071429 0.062651 
0.061224 0.059224 
0.051020 0.055201 
0.040816 0.050412 
0.030612 0.044577 
0.020408 0.037163 
0.010204 0.026831 
0.000000 0.000000 
0.000000 0.000000 
0.010204 -0.009301 
0.020408 -0.012706 
0.030612 -0.015089 
0.040816 -0.016956 
0.051020 -0.018515 
0.061224 -0.019873 
0.071429 -0.021097 
0.081633 -0.022227 
0.091837 -0.023293 
0.102041 -0.024313 
0.112245 -0.025298 
0.122449 -0.026257 
0.132653 -0.027194 
0.142857 -0.028113 
0.153061 -0.029013 
0.163265 -0.029895 
0.173469 -0.030756 
0.183673 -0.031596 
0.193878 -0.032411 
0.204082 -0.033200 
0.214286 -0.033958 
0.224490 -0.034685 
0.234694 -0.035375 
0.244898 -0.036028 
0.255102 -0.036641 
0.265306 -0.037211 
0.275510 -0.037736 
0.285714 -0.038216 
0.295918 -0.038647 
0.306122 -0.039031 
0.316327 -0.039365 
0.326531 -0.039649 
0.336735 -0.039883 
0.346939 -0.040067 
0.357143 -0.040201 
0.367347 -0.040287 
0.377551 -0.040324 
0.387755 -0.040314 
0.397959 -0.040259 
0.408163 -0.040160 
0.418367 -0.040018 
0.428571 -0.039835 
0.438776 -0.039613 
0.448980 -0.039355 
0.459184 -0.039062 
0.469388 -0.038736 
0.479592 -0.038380 
0.489796 -0.037995 
0.500000 -0.037585 
0.510204 -0.037151 
0.520408 -0.036694 
0.530612 -0.036218 
0.540816 -0.035724 
0.551020 -0.035214 
0.561224 -0.034689 
0.571429 -0.034151 
0.581633 -0.033602 
0.591837 -0.033042 
0.602041 -0.032472 
0.612245 -0.031894 
0.622449 -0.031308 
0.632653 -0.030715 
0.642857 -0.030114 
0.653061 -0.029507 
0.663265 -0.028892 
0.673469 -0.028269 
0.683673 -0.027638 
0.693878 -0.026998 
0.704082 -0.026349 
0.714286 -0.025688 
0.724490 -0.025016 
0.734694 -0.024331 
0.744898 -0.023632 
0.755102 -0.022916 
0.765306 -0.022184 
0.775510 -0.021432 
0.785714 -0.020660 
0.795918 -0.019867 
0.806122 -0.019051 
0.816327 -0.018210 
0.826531 -0.017345 
0.836735 -0.016454 
0.846939 -0.015537 
0.857143 -0.014594 
0.867347 -0.013624 
0.877551 -0.012630 
0.887755 -0.011612 
0.897959 -0.010572 
0.908163 -0.009514 
0.918367 -0.008439 
0.928571 -0.007353 
0.938776 -0.006260 
0.948980 -0.005168 
0.959184 -0.004082 
0.969388 -0.003012 
0.979592 -0.001967 
0.989796 -0.000959 
1.000000 -0.000000 
